Node,Load,FX (kN),FY (kN),FZ (kN),MX (kN*m),MY (kN*m),MZ (kN*m)
24,Ey +,55.236014,-15.911697,-46.863969,44.412551,161.45296,-1.6724
25,Ey +,56.31473,-19.462723,-47.937098,50.145225,166.019806,-1.6724
26,Ey +,54.146602,-19.293132,17.010819,49.871442,164.403242,-1.6724
27,Ey +,62.307487,-13.856269,-4.160698,41.094329,181.748762,-1.6724
28,Ey +,53.468224,-12.634517,19.319406,39.121968,172.860624,-1.6724
29,Ey +,55.91075,-14.707746,26.944915,42.468929,182.185476,-1.6724
30,Ey +,59.292937,-14.820906,27.523645,42.65161,193.027292,-1.6724
31,Ey +,64.45174,-10.663052,39.668172,35.939293,206.737224,-1.6724
32,Ey +,38.407568,-8.378774,-15.437013,38.306045,125.876685,-1.6724
33,Ey +,52.461583,-24.515122,21.27625,64.356094,149.574147,-1.6724
34,Ey +,55.711624,-24.699838,102.178507,64.654295,156.839061,-1.6724
35,Ey +,60.194405,-20.799315,58.364578,58.357405,169.457642,-1.6724
36,Ey +,62.404821,-26.147926,42.661165,66.992046,175.851472,-1.6724
37,Ey +,47.028014,-24.429615,30.757049,64.218055,152.911201,-1.6724
38,Ey +,67.989804,-19.797765,89.726756,56.740531,190.92213,-1.6724
39,Ey +,73.25629,-18.971953,91.818547,55.407364,204.805902,-1.6724
40,Ey +,77.139584,-18.868103,98.936094,55.239712,216.456688,-1.6724
41,Ey +,81.660947,-19.064307,103.472073,55.556458,229.137556,-1.6724
42,Ey +,86.858739,-13.904815,131.320041,47.227124,242.910431,-1.6724
43,Ey +,65.904803,-26.831419,-83.724634,70.920855,171.276491,-1.6724
44,Ey +,56.604588,-27.821912,-34.980419,72.519878,158.280636,-1.6724
45,Ey +,61.110211,-23.501408,-102.159444,65.544983,170.936094,-1.6724
46,Ey +,63.603255,-23.455659,-47.350355,65.471126,177.786189,-1.6724
47,Ey +,68.408246,-21.205966,-77.732435,61.839287,191.59765,-1.6724
48,Ey +,73.038803,-20.899438,-88.209528,61.344438,204.454797,-1.6724
49,Ey +,77.791369,-20.989107,-94.875369,61.489196,217.508911,-1.6724
50,Ey +,82.358165,-20.831137,-99.832807,61.234175,230.263125,-1.6724
51,Ey +,86.589187,-24.157078,-134.479872,66.603476,242.475274,-1.6724
52,Ey +,72.877837,-21.086926,63.174939,61.647113,223.030925,-1.6724
53,Ey +,37.103337,-32.783595,-64.94097,86.180671,124.780242,-1.6724
54,Ey +,41.20823,-33.645999,17.342441,87.572911,133.425204,-1.6724
55,Ey +,44.478334,-28.661993,-55.986984,79.526877,144.086075,-1.6724
56,Ey +,45.887651,-30.33491,-5.898252,82.227585,149.186632,-1.6724
57,Ey +,43.76615,-31.982727,-47.02138,84.887772,149.46167,-1.6724
58,Ey +,49.787406,-30.369531,22.490765,82.283476,161.536707,-1.6724
59,Ey +,53.165028,-25.556104,-30.485139,74.51282,172.371153,-1.6724
60,Ey +,56.689944,-25.699127,-30.541822,74.743712,183.443386,-1.6724
61,Ey +,60.056901,-25.492113,-31.657033,74.409514,194.260613,-1.6724
62,Ey +,63.426206,-29.874365,-74.195419,81.484095,205.081632,-1.6724
63,Ey +,66.946521,-26.499727,11.79069,76.036178,213.45558,-1.6724
1,Ey -,48.975662,-9.735427,38.889912,21.962122,155.584027,-1.103354
2,Ey -,50.263596,-4.23514,34.872307,13.082619,160.10423,-1.103354
3,Ey -,60.427251,-4.564531,65.009352,15.434033,168.656559,-1.103354
4,Ey -,62.774681,-7.434959,104.323549,20.067968,175.996726,-1.103354
5,Ey -,66.196922,-6.63589,-41.72361,20.553245,177.970948,-1.103354
6,Ey -,63.83261,-8.635191,-94.916664,23.780859,177.704615,-1.103354
7,Ey -,56.698874,-9.157992,-0.041245,24.624854,168.052156,-1.103354
8,Ey -,59.486269,-7.213137,5.08867,21.485137,174.993044,-1.103354
9,Ey -,53.200028,-9.25019,-3.326388,28.279859,156.989139,-1.103354
10,Ey -,55.074563,-11.636879,-7.960269,32.132861,163.565879,-1.103354
11,Ey -,64.011016,-12.27284,76.389024,33.159537,179.856666,-1.103354
12,Ey -,69.845432,-9.434456,93.298963,28.577333,191.716576,-1.103354
13,Ey -,74.021863,-8.484817,40.031697,28.9083,196.017886,-1.103354
14,Ey -,57.005621,-16.838005,-64.502634,42.393442,170.988359,-1.103354
15,Ey -,65.295609,-11.546449,182.677948,33.850908,185.924838,-1.103354
16,Ey -,49.945431,-13.968369,17.006328,39.314148,149.737831,-1.103354
17,Ey -,56.388449,-15.523398,28.031151,41.824543,162.136435,-1.103354
18,Ey -,58.785386,-14.445118,6.023967,40.083799,169.556525,-1.103354
19,Ey -,70.577616,-17.413872,-97.673878,44.876469,190.457594,-1.103354
20,Ey -,52.979833,-18.051287,-33.200292,45.905494,163.290935,-1.103354
21,Ey -,76.121628,-12.136574,-87.026999,36.356952,203.402048,-1.103354
22,Ey -,62.588791,-15.255825,-32.045314,44.011108,170.148904,-1.103354
23,Ey -,54.357792,-17.6583,-22.090885,47.889593,158.8582,-1.103354
24,Ey -,56.991416,-16.454686,-48.546338,45.946514,166.660391,-1.103354
25,Ey -,57.329304,-20.133456,-49.362737,51.885413,169.069904,-1.103354
26,Ey -,54.646475,-19.954484,17.680344,51.596485,165.981514,-1.103354
27,Ey -,61.757068,-14.337176,-2.775682,42.528067,180.21232,-1.103354
28,Ey -,51.936663,-13.0685,18.315294,40.479953,167.909088,-1.103354
29,Ey -,53.28892,-15.22205,25.716532,43.956582,173.642678,-1.103354
30,Ey -,55.567837,-15.325041,25.735038,44.122848,180.87224,-1.103354
31,Ey -,59.459021,-11.267418,37.34756,37.572338,190.704598,-1.103354
32,Ey -,41.651995,-7.822076,-15.866114,36.004641,136.34915,-1.103354
33,Ey -,56.374558,-23.100087,27.049508,60.669019,160.782554,-1.103354
34,Ey -,59.135036,-23.33427,105.336175,61.047077,166.570444,-1.103354
35,Ey -,62.115442,-19.674557,62.494451,55.138943,174.93247,-1.103354
36,Ey -,63.520548,-24.742494,46.284975,63.320472,179.064868,-1.103354
37,Ey -,47.448696,-23.105255,27.483728,60.677361,154.361628,-1.103354
38,Ey -,67.410346,-18.733687,88.857547,53.620029,189.338808,-1.103354
39,Ey -,71.139641,-17.947297,89.237856,52.350504,198.909818,-1.103354
40,Ey -,73.522563,-17.853807,94.297607,52.199576,206.307281,-1.103354
41,Ey -,76.52415,-18.036262,96.914148,52.494127,214.703502,-1.103354
42,Ey -,80.138631,-13.259257,120.98123,44.782269,224.089159,-1.103354
43,Ey -,70.914103,-24.486249,-83.333719,64.770834,184.254773,-1.103354
44,Ey -,60.091136,-25.527991,-42.190461,66.452591,168.113945,-1.103354
45,Ey -,63.06011,-21.563046,-102.271318,60.051701,176.457513,-1.103354
46,Ey -,64.740411,-21.4912,-51.510514,59.935713,181.034179,-1.103354
47,Ey -,67.826099,-19.524353,-77.05083,56.760493,190.009987,-1.103354
48,Ey -,70.928317,-19.182389,-85.724032,56.208436,198.568663,-1.103354
49,Ey -,74.143616,-19.272449,-90.428161,56.353827,207.309892,-1.103354
50,Ey -,77.177434,-19.126849,-93.503276,56.118775,215.758144,-1.103354
51,Ey -,79.904513,-22.160325,-123.463709,61.01593,223.711206,-1.103354
52,Ey -,66.729864,-19.360785,57.543775,56.496434,204.217708,-1.103354
53,Ey -,39.949372,-28.525394,-59.248406,75.019585,134.266212,-1.103354
54,Ey -,43.710387,-29.401941,10.70992,76.434656,141.66934,-1.103354
55,Ey -,45.880359,-25.079875,-52.44437,69.457239,148.723024,-1.103354
56,Ey -,46.694178,-26.528097,-9.0657,71.795206,151.900866,-1.103354
57,Ey -,43.802884,-27.977051,-41.89012,74.134355,149.674245,-1.103354
58,Ey -,49.35097,-26.557083,15.826765,71.842,160.184277,-1.103354
59,Ey -,51.621718,-22.386202,-29.543669,65.108651,167.40065,-1.103354
60,Ey -,54.031211,-22.500381,-29.10854,65.292979,174.84101,-1.103354
61,Ey -,56.2843,-22.320203,-29.701331,65.002104,182.028877,-1.103354
62,Ey -,58.540464,-26.134647,-66.00855,71.160032,189.221707,-1.103354
63,Ey -,61.334038,-23.199985,8.09043,66.422399,195.506844,-1.103354
1,RM(RS),11.60363,48.486127,46.058262,140.021087,39.815931,0.63448
2,RM(RS),12.689578,46.39387,44.236841,136.659109,40.755855,0.63448
3,RM(RS),19.882182,36.851965,35.71298,121.462238,55.433627,0.63448
4,RM(RS),14.77212,49.403819,45.819995,141.725458,45.446012,0.63448
5,RM(RS),21.664983,40.185767,17.94827,127.046188,58.308879,0.63448
6,RM(RS),19.054917,55.195785,34.320154,151.293973,52.648073,0.63448
7,RM(RS),16.70235,58.258768,40.589308,156.238996,48.117286,0.63448
8,RM(RS),15.126334,45.113503,46.382609,135.017391,44.689898,0.63448
9,RM(RS),16.63733,41.039042,23.4223,128.903441,50.183131,0.63448
10,RM(RS),15.848552,55.579915,54.650069,152.390494,47.473345,0.63448
11,RM(RS),17.601219,58.384816,16.947221,156.918819,49.582364,0.63448
12,RM(RS),18.127072,46.146582,26.984472,137.161526,49.533692,0.63448
13,RM(RS),20.509816,46.648768,58.861453,138.248744,54.27796,0.63448
14,RM(RS),15.067948,61.922395,52.40651,162.907598,44.593491,0.63448
15,RM(RS),16.440067,53.312804,88.549866,149.008454,46.268815,0.63448
16,RM(RS),16.16796,48.292875,70.100607,140.939605,50.267029,0.63448
17,RM(RS),18.200681,58.88984,26.126381,158.253499,52.718635,0.63448
18,RM(RS),16.98674,54.075202,58.770568,150.484136,49.311093,0.63448
19,RM(RS),19.509993,66.220522,64.804878,170.091174,52.663898,0.63448
20,RM(RS),14.36393,65.36029,62.558802,168.70242,43.891456,0.63448
21,RM(RS),18.605811,48.171681,124.905013,140.953561,49.767069,0.63448
22,RM(RS),23.746623,45.518149,57.66905,136.469672,62.452253,0.63448
23,RM(RS),17.446564,58.822578,38.608758,158.581845,51.500598,0.63448
24,RM(RS),16.462329,54.283791,47.879878,151.259393,48.464459,0.63448
25,RM(RS),15.815912,66.865879,85.478906,171.571558,46.70012,0.63448
26,RM(RS),14.40923,65.195933,63.796913,168.875644,43.965182,0.63448
27,RM(RS),15.11349,48.525125,111.727694,141.962771,44.12887,0.63448
28,RM(RS),11.588636,42.682184,27.021286,132.530087,37.306296,0.63448
29,RM(RS),11.071869,50.38203,3.352458,144.95994,35.504099,0.63448
30,RM(RS),10.683254,50.270554,8.35839,144.73423,34.097683,0.63448
31,RM(RS),10.963122,55.020473,54.026676,144.736756,33.310293,0.63448
32,RM(RS),14.033772,19.167338,37.799966,92.866432,46.64865,0.63448
33,RM(RS),18.127504,64.123624,93.170715,167.875593,53.152057,0.63448
34,RM(RS),18.978797,64.932441,55.694673,169.181296,53.974353,0.63448
35,RM(RS),17.981801,54.350183,79.335914,152.097531,50.917539,0.63448
36,RM(RS),17.363381,67.380863,117.053671,173.133878,49.197736,0.63448
37,RM(RS),12.769215,63.53866,146.996806,166.931159,41.317432,0.63448
38,RM(RS),16.523779,51.417834,11.500088,147.363625,46.405841,0.63448
39,RM(RS),15.867368,49.824632,19.6007,144.791618,44.214101,0.63448
40,RM(RS),15.131159,49.511921,18.069177,144.286352,42.057856,0.63448
41,RM(RS),14.655655,49.382461,18.416987,144.056502,40.515323,0.63448
42,RM(RS),16.020848,55.373249,34.162394,149.866034,41.946195,0.63448
43,RM(RS),24.872649,62.656291,85.466211,165.870198,64.054275,0.63448
44,RM(RS),19.36104,65.306357,99.477032,170.151044,54.591644,0.63448
45,RM(RS),18.245178,55.445745,43.969687,154.232353,51.342718,0.63448
46,RM(RS),17.432016,56.575777,81.759769,156.056509,49.308448,0.63448
47,RM(RS),16.617184,48.174567,14.719966,142.492759,46.556632,0.63448
48,RM(RS),15.866114,49.856175,19.438664,145.208615,44.212032,0.63448
49,RM(RS),15.256733,49.702554,17.429792,144.960623,42.260579,0.63448
50,RM(RS),14.761111,49.25635,17.475032,144.240369,40.685339,0.63448
51,RM(RS),14.520464,57.709783,60.611971,157.887434,39.739883,0.63448
52,RM(RS),27.150183,52.052921,112.298836,148.657996,56.416605,0.63448
53,RM(RS),13.555204,64.210232,97.551709,169.160648,45.784859,0.63448
54,RM(RS),13.791607,66.726874,88.198606,173.223254,45.599102,0.63448
55,RM(RS),13.227647,56.565133,57.128305,156.81833,43.242509,0.63448
56,RM(RS),13.011006,60.67985,39.266991,163.461022,42.171854,0.63448
57,RM(RS),11.076506,62.92275,64.252693,167.081914,38.151507,0.63448
58,RM(RS),11.992268,60.405116,102.2995,163.017491,39.090182,0.63448
59,RM(RS),11.563535,50.345596,5.532658,146.77754,37.265819,0.63448
60,RM(RS),11.191105,50.93271,5.830909,147.725381,35.696754,0.63448
61,RM(RS),10.89212,50.375926,6.903113,146.826529,34.438693,0.63448
62,RM(RS),10.835227,59.295499,73.428057,161.22617,33.789202,0.63448
63,RM(RS),10.652205,52.331542,103.457453,149.983462,33.191301,0.63448
1,RO(RS),36.324023,50.85901,54.166027,147.205077,116.008746,4.787577
2,RO(RS),38.621602,46.249183,58.23901,139.886624,123.228478,4.787577
3,RO(RS),47.996113,34.609544,49.131629,113.464179,133.935419,4.787577
4,RO(RS),46.803843,44.289011,80.946343,129.082725,131.396362,4.787577
5,RO(RS),52.302232,30.809449,44.409652,99.962139,140.88595,4.787577
6,RO(RS),47.879973,42.866741,86.304214,119.428719,133.271973,4.787577
7,RO(RS),42.679852,45.397039,35.567159,123.513569,126.293087,4.787577
8,RO(RS),45.736165,34.684631,40.629213,106.21903,134.714351,4.787577
9,RO(RS),42.024847,22.720957,13.266472,72.767523,124.295119,4.787577
10,RO(RS),41.22287,31.070468,32.654565,86.250999,122.52909,4.787577
11,RO(RS),48.032297,32.733227,57.951964,88.935524,134.953056,4.787577
12,RO(RS),53.909434,25.517619,70.221665,77.286726,147.908822,4.787577
13,RO(RS),55.528662,20.344739,39.77055,61.812412,147.055381,4.787577
14,RO(RS),44.029578,28.488338,50.291349,74.988317,131.958057,4.787577
15,RO(RS),51.965185,23.974144,134.64495,67.719889,147.797765,4.787577
16,RO(RS),42.300852,18.819891,16.00289,53.998009,126.811436,4.787577
17,RO(RS),44.456755,21.787789,26.926671,58.814966,128.220097,4.787577
18,RO(RS),44.013739,20.020843,18.406722,55.962902,127.034639,4.787577
19,RO(RS),52.950037,24.486685,74.188933,63.173343,142.892438,4.787577
20,RO(RS),40.196126,24.457841,35.525203,63.121549,123.855745,4.787577
21,RO(RS),60.608783,17.605334,92.784375,52.062522,161.754188,4.787577
22,RO(RS),52.902316,12.092439,30.722482,36.32899,143.926786,4.787577
23,RO(RS),43.021144,15.706876,17.746779,42.289139,125.902979,4.787577
24,RO(RS),42.685331,14.454564,36.67688,40.268181,124.890135,4.787577
25,RO(RS),43.409086,17.756892,36.611176,45.599357,127.49031,4.787577
26,RO(RS),41.122946,17.411681,21.171536,45.042092,125.342905,4.787577
27,RO(RS),48.900469,12.767622,26.055733,37.543149,142.850422,4.787577
28,RO(RS),44.426596,11.424568,19.501999,35.375201,144.44886,4.787577
29,RO(RS),50.694281,13.510819,24.881707,38.742623,165.320352,4.787577
30,RO(RS),58.179133,13.302141,26.86877,38.375256,189.439853,4.787577
31,RO(RS),69.663041,22.123162,54.776032,48.327987,220.856078,4.787577
32,RO(RS),35.427624,6.276245,15.06677,28.82933,115.711636,4.787577
33,RO(RS),46.512791,19.026791,39.831207,49.919069,132.786425,4.787577
34,RO(RS),46.790946,19.066138,78.743724,49.980291,131.988899,4.787577
35,RO(RS),46.532964,15.93766,50.971527,44.924475,131.101891,4.787577
36,RO(RS),48.141699,20.123168,37.946289,51.683858,135.130415,4.787577
37,RO(RS),36.854878,18.825842,30.495807,49.589762,118.460777,4.787577
38,RO(RS),53.470875,15.086467,71.702039,43.550566,150.230429,4.787577
39,RO(RS),61.603736,14.560867,78.032797,42.701158,172.179279,4.787577
40,RO(RS),70.131047,14.432882,90.108199,42.492393,196.69874,4.787577
41,RO(RS),80.22221,15.043405,100.620718,43.483935,225.025716,4.787577
42,RO(RS),90.400578,11.845795,160.866035,31.164001,254.34127,4.787577
43,RO(RS),58.859287,24.140548,61.574416,63.721375,152.718483,4.787577
44,RO(RS),47.578715,24.612793,52.758863,64.480252,133.260833,4.787577
45,RO(RS),47.211044,20.639891,76.626135,58.065659,132.196481,4.787577
46,RO(RS),48.342786,20.763981,44.399573,58.268108,135.453537,4.787577
47,RO(RS),53.900985,18.441635,61.50117,54.505422,150.924718,4.787577
48,RO(RS),61.451751,18.366621,74.394569,54.393663,171.933922,4.787577
49,RO(RS),70.720274,18.411834,86.271635,54.465764,197.649976,4.787577
50,RO(RS),80.914945,18.259034,98.212775,54.219428,226.144058,4.787577
51,RO(RS),91.482241,21.285905,138.653886,59.108071,256.096113,4.787577
52,RO(RS),74.097106,17.200487,79.751786,52.439407,234.371066,4.787577
53,RO(RS),32.759662,38.247825,62.641059,100.384724,110.583543,4.787577
54,RO(RS),34.401457,38.589772,47.521314,100.933916,111.986504,4.787577
55,RO(RS),34.300556,32.441417,50.468204,91.006994,111.353637,4.787577
56,RO(RS),35.795234,34.809692,20.026643,94.831007,115.198051,4.787577
57,RO(RS),33.961697,36.251017,48.649547,97.156926,115.707014,4.787577
58,RO(RS),39.124013,34.753258,46.805278,94.739365,127.068684,4.787577
59,RO(RS),44.574794,28.854227,26.850325,85.213404,144.687833,4.787577
60,RO(RS),51.41932,29.090098,28.221355,85.594962,166.490853,4.787577
61,RO(RS),58.879925,28.812168,31.292342,85.146144,190.571201,4.787577
62,RO(RS),66.929702,33.946063,84.228764,93.435986,216.459075,4.787577
63,RO(RS),73.29254,29.970764,22.894872,87.016748,233.407847,4.787577
